customer_id,customer_name,customer_gender,customer_age,education_level,kids_home,teens_home,total_children,has_children,year_first_transaction,distinct_stores_visited,number_complaints,typical_hour,time_of_day,hour_sin,hour_cos,lifetime_total_distinct_products,percentage_of_products_bought_promotion,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_electronics,lifetime_spend_videogames,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_hygiene,lifetime_spend_petfood,latitude,longitude,total_trips,total_items_bought,average_basket_size,max_basket_size,min_basket_size,unique_products_bought
55,George Moland,male,47,Phd,2,3,5,1,2012,1,1,11,Morning,0.258819045102521,-0.9659258262890682,166,0.050331534934774214,31548.0,979.0,1808.0,901.0,4885.0,0.0,1084.0,307.0,642.0,456.0,38.76299838765157,-9.170646844713852,2,25,12.5,13,12,22
57,Suzanne Jackson,female,29,Msc,2,3,5,1,2017,1,2,6,Morning,1.0,6.123233995736766e-17,39,1.0,8856.0,144.0,589.0,343.0,862.0,168.0,46.0,662.0,500.0,81.0,38.74771972687876,-9.155806753882551,1,6,6.0,6,6,6
59,Norman Kellar,male,31,Phd,0,1,1,1,2014,3,2,23,Evening,-0.25881904510252157,0.9659258262890681,18,0.4584183117437898,11036.0,450.0,461.0,361.0,446.0,284.0,95.0,148.0,688.0,475.0,38.74384410672418,-9.152002161264976,3,44,14.67,18,13,39
61,Mildred Jones,female,32,Phd,1,1,2,1,2014,3,1,13,Afternoon,-0.2588190451025208,-0.9659258262890683,59,0.1318202582444303,5241.0,2514.0,46.0,281.0,2848.0,290.0,580.0,250.0,1037.0,252.0,38.77968386918864,-9.19466434077501,1,5,5.0,5,5,5
62,Renee Crowe,female,70,Msc,2,2,4,1,2005,1,2,9,Morning,0.7071067811865476,-0.7071067811865475,361,0.11084727035789882,9973.0,1206.0,1486.0,1205.0,3875.0,313.0,857.0,1261.0,620.0,193.0,38.77651127402721,-9.190814820328804,1,5,5.0,5,5,5
64,Homer Rodriguez,male,57,Bsc,1,0,1,1,2017,2,1,9,Morning,0.7071067811865476,-0.7071067811865475,62,0.5990170831946777,13355.0,547.0,748.0,0.0,673.0,179.0,79.0,194.0,106.0,16.0,38.72848388735738,-9.181805417133749,5,57,11.4,16,5,46
66,Dina Kellum,female,66,Bsc,1,1,2,1,2010,7,1,10,Morning,0.49999999999999994,-0.8660254037844387,127,0.058603696577365805,12155.0,2093.0,45.0,79.0,2559.0,156.0,621.0,410.0,607.0,171.0,38.71790765402376,-9.18996276218488,1,6,6.0,6,6,6
69,Raymond Stpeter,male,46,Msc,2,1,3,1,2015,5,1,13,Afternoon,-0.2588190451025208,-0.9659258262890683,120,0.1964968506860476,16752.0,1738.0,37.0,65.0,466.0,228.0,849.0,17.0,2618.0,397.0,38.75416736257537,-9.146026082165973,8,83,10.38,15,4,62
71,Sylvia Giles,female,51,Bsc,1,2,3,1,2011,4,3,16,Afternoon,-0.8660254037844385,-0.5000000000000004,189,0.059795927328890885,9961.0,1770.0,43.0,127.0,1725.0,130.0,692.0,448.0,683.0,255.0,38.73829055773158,-9.159192307369766,2,26,13.0,15,11,24
72,Danial Schmitz,male,66,Phd,2,0,2,1,2016,4,1,10,Morning,0.49999999999999994,-0.8660254037844387,34,0.2278466768695096,5836.0,1318.0,106.0,86.0,211.0,299.0,356.0,322.0,2127.0,627.0,38.78844147513438,-9.104188173971986,3,19,6.33,8,5,17
73,Doris Cedillo,female,70,Unknown,1,0,1,1,2021,2,0,18,Evening,-1.0,-1.8369701987210297e-16,18,0.3454144786395181,4804.0,161.0,622.0,1441.0,10741.0,1612.0,349.0,1238.0,151.0,365.0,38.73800927193912,-9.153900715709058,1,11,11.0,11,11,11
74,Jeannette Ganser,female,56,Msc,1,0,1,1,2016,4,1,10,Morning,0.49999999999999994,-0.8660254037844387,81,0.13208322630811,13382.0,1910.0,106.0,25.0,1799.0,61.0,547.0,162.0,1907.0,359.0,38.73444316402863,-9.18110165931389,2,20,10.0,16,4,20
75,Carol Hendrix,female,51,Unknown,0,0,0,0,2017,2,0,8,Morning,0.8660254037844387,-0.4999999999999998,165,0.2191056596387716,9583.0,135.0,995.0,124.0,11967.0,1178.0,342.0,1438.0,43.0,292.0,38.76662652137475,-9.149499807448898,6,55,9.17,13,4,43
76,Thomas Davis,male,74,Msc,0,1,1,1,2020,2,0,8,Morning,0.8660254037844387,-0.4999999999999998,83,0.1313530667384041,16686.0,983.0,963.0,777.0,1281.0,295.0,157.0,183.0,883.0,289.0,38.759613981210855,-9.163422794015997,13,125,9.62,15,3,89
77,Amanda Foppiano,female,28,Msc,1,0,1,1,2026,1,1,11,Morning,0.258819045102521,-0.9659258262890682,130,0.030370786493412294,27734.0,2052.0,81.0,103.0,2269.0,181.0,538.0,505.0,283.0,788.0,38.75751840162344,-9.167218279468052,11,88,8.0,14,4,64
78,Kelly Studivant,female,62,Msc,2,2,4,1,2014,1,0,14,Afternoon,-0.4999999999999997,-0.8660254037844388,308,0.4541855193746511,14670.0,232.0,1109.0,1824.0,5754.0,321.0,1057.0,1110.0,1349.0,379.0,38.75816049569222,-9.132848257178836,3,35,11.67,15,5,29
80,Cody Gerber,male,28,Bsc,1,1,2,1,2019,5,2,17,Afternoon,-0.9659258262890683,-0.25881904510252063,220,0.2630513932327908,21442.0,1118.0,477.0,228.0,1043.0,39.0,99.0,1265.0,289.0,243.0,38.79038661172089,-9.04255054871454,5,41,8.2,15,4,38
81,Denise Allard,female,34,Phd,2,0,2,1,2020,1,2,6,Morning,1.0,6.123233995736766e-17,91,0.6543477515224083,6273.0,208.0,539.0,804.0,430.0,121.0,291.0,525.0,707.0,320.0,38.74809191328798,-9.155614661575228,1,10,10.0,10,10,10
83,Rose Huffman,female,86,Unknown,0,0,0,0,2021,3,1,16,Afternoon,-0.8660254037844385,-0.5000000000000004,40,0.3770638581540876,10842.0,91.0,678.0,963.0,12889.0,1536.0,810.0,1741.0,155.0,355.0,38.76582580039765,-9.164486303789882,4,25,6.25,14,2,21
84,David Alexander,male,45,Msc,1,1,2,1,2009,3,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,358,0.7467978428414461,47676.0,218.0,907.0,168.0,6045.0,267.0,1029.0,556.0,257.0,384.0,38.71045673659789,-9.142284639235136,14,125,8.93,16,3,92
85,Margaret Cunningham,female,73,Bsc,2,4,6,1,2013,2,3,9,Morning,0.7071067811865476,-0.7071067811865475,140,0.2823858766171893,1441.0,405.0,1517.0,916.0,3934.0,24.0,513.0,278.0,579.0,477.0,38.71461868176959,-9.174287445881845,3,28,9.33,15,5,27
86,Kirk Trapp,male,60,Msc,1,1,2,1,2019,4,0,10,Morning,0.49999999999999994,-0.8660254037844387,281,0.3861281392503943,23174.0,155.0,1120.0,684.0,2382.0,319.0,529.0,795.0,644.0,0.0,38.77255942117437,-9.195413475643676,1,15,15.0,15,15,15
87,Milagro Amelung,female,49,Phd,1,1,2,1,2008,3,1,15,Afternoon,-0.7071067811865471,-0.7071067811865479,337,0.5968866622285504,28825.0,459.0,884.0,1495.0,2948.0,161.0,687.0,716.0,1314.0,916.0,38.77679065799544,-9.146791974256198,3,35,11.67,15,9,33
89,Miguel Levay,male,32,Phd,1,1,2,1,2016,4,1,23,Evening,-0.25881904510252157,0.9659258262890681,87,0.1262473214341531,13002.0,2228.0,67.0,51.0,556.0,1563.0,162.0,395.0,1089.0,93.0,38.77783886759041,-9.121572464167178,6,55,9.17,13,5,41
90,Linda Ellerbe,female,79,Unknown,0,0,0,0,2018,1,2,23,Evening,-0.25881904510252157,0.9659258262890681,104,0.3404408310625003,6058.0,501.0,979.0,635.0,8542.0,1600.0,809.0,704.0,211.0,71.0,38.72208184325029,-9.154822555731917,4,26,6.5,10,4,20
91,William Mclaren,male,40,Phd,1,0,1,1,2018,3,1,13,Afternoon,-0.2588190451025208,-0.9659258262890683,67,0.9070557755568464,7932.0,551.0,583.0,256.0,69.0,5.0,226.0,156.0,644.0,319.0,38.76704472113971,-9.166026364327674,3,29,9.67,14,6,28
92,Lura Speis,female,42,Phd,1,0,1,1,2018,6,1,8,Morning,0.8660254037844387,-0.4999999999999998,234,0.5268036064428512,13071.0,505.0,192.0,1071.0,157.0,364.0,717.0,575.0,586.0,216.0,38.79223254831397,-9.210578250727703,1,8,8.0,8,8,8
94,Anthony Arrington,male,38,Bsc,1,1,2,1,2015,1,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,36,0.1012932645549802,5655.0,1962.0,0.0,105.0,1051.0,238.0,494.0,543.0,1151.0,30.0,38.74651477955942,-9.120798538232616,5,45,9.0,15,2,43
95,Stephen Dukes,male,63,Unknown,0,1,1,1,2020,1,0,19,Evening,-0.9659258262890684,0.2588190451025203,137,0.10167370986252239,12254.0,301.0,1000.0,1446.0,1469.0,1563.0,618.0,954.0,578.0,398.0,38.73930534987978,-9.197227829892029,3,25,8.33,10,6,21
97,Diana Hawes,female,37,Msc,1,0,1,1,2021,4,2,20,Evening,-0.8660254037844386,0.5000000000000001,68,0.8094045771803406,14381.0,201.0,989.0,1059.0,1017.0,148.0,172.0,134.0,269.0,67.0,38.73197756405301,-9.141592106035638,2,10,5.0,5,5,10
100,Patrick Aichele,male,36,Phd,2,1,3,1,2012,4,0,19,Evening,-0.9659258262890684,0.2588190451025203,66,0.4868643818010812,9509.0,748.0,934.0,370.0,979.0,112.0,177.0,121.0,264.0,81.0,38.75837963116939,-9.150308594394824,6,65,10.83,14,5,52
102,Juanita Roccio,female,54,Unknown,0,0,0,0,2016,1,2,20,Evening,-0.8660254037844386,0.5000000000000001,84,0.4875727932321885,4963.0,287.0,762.0,827.0,8117.0,1258.0,170.0,795.0,92.0,414.0,38.76089025907025,-9.167570696819215,1,6,6.0,6,6,6
103,Eunice Sancho,female,66,Phd,1,0,1,1,2020,3,1,11,Morning,0.258819045102521,-0.9659258262890682,143,0.0958128950752033,18813.0,1620.0,220.0,141.0,1983.0,28.0,636.0,63.0,2015.0,356.0,38.77297621630804,-9.075599005488304,3,31,10.33,16,5,31
105,Jennifer Moore,female,68,Bsc,3,5,8,1,2014,2,1,13,Afternoon,-0.2588190451025208,-0.9659258262890683,283,0.0813834962793859,43203.0,1513.0,1615.0,1769.0,5030.0,463.0,927.0,2083.0,1102.0,260.0,38.76852676536102,-9.176406260447294,3,22,7.33,11,5,20
106,Roman Jones,male,71,Unknown,0,0,0,0,2016,1,2,21,Evening,-0.7071067811865477,0.7071067811865474,79,0.3015708906740711,8737.0,206.0,918.0,114.0,11946.0,1477.0,645.0,1515.0,360.0,522.0,38.7218065338727,-9.189276057401225,5,41,8.2,14,5,30
107,Wayne Blum,male,66,Phd,1,2,3,1,2007,4,1,11,Morning,0.258819045102521,-0.9659258262890682,379,0.6661432047076098,19723.0,167.0,997.0,979.0,4206.0,413.0,720.0,578.0,867.0,376.0,38.71685569879276,-9.134990864874297,3,26,8.67,15,3,25
108,Brittany Vaughan,female,84,Bsc,0,0,0,0,2015,5,1,18,Evening,-1.0,-1.8369701987210297e-16,55,1.0,16207.0,465.0,943.0,0.0,638.0,96.0,204.0,113.0,751.0,571.0,38.76907869074987,-9.191046258934824,5,62,12.4,18,7,53
109,Lori Zavala,female,37,Phd,3,1,4,1,2011,3,0,9,Morning,0.7071067811865476,-0.7071067811865475,124,0.3001345836946428,14481.0,1551.0,177.0,39.0,1031.0,170.0,782.0,197.0,1784.0,322.0,38.73687020809721,-9.180975267447808,6,65,10.83,16,4,59
112,Betty Hill,female,33,Bsc,2,0,2,1,2019,1,2,10,Morning,0.49999999999999994,-0.8660254037844387,78,1.0,9568.0,297.0,529.0,872.0,68.0,90.0,356.0,690.0,322.0,107.0,38.74763999136231,-9.15751600451793,2,20,10.0,11,9,19
114,Richard Scott,male,80,Bsc,1,1,2,1,2016,4,1,7,Morning,0.9659258262890683,-0.25881904510252063,208,0.1839790083925955,4438.0,332.0,761.0,1211.0,1148.0,1622.0,222.0,807.0,1191.0,312.0,38.74691210031135,-9.169516003884596,2,25,12.5,14,11,24
115,Toni Sultan,female,27,Unknown,1,1,2,1,2017,1,2,23,Evening,-0.25881904510252157,0.9659258262890681,161,0.4144789848889739,17941.0,268.0,700.0,839.0,16101.0,1409.0,596.0,1422.0,197.0,294.0,38.72256488588256,-9.149736347220726,1,7,7.0,7,7,7
116,Heather Norton,female,78,Unknown,0,0,0,0,2016,1,5,19,Evening,-0.9659258262890684,0.2588190451025203,142,0.308862880379154,13273.0,172.0,844.0,782.0,14679.0,1134.0,361.0,459.0,62.0,473.0,38.71969543065247,-9.200678460768987,1,8,8.0,8,8,8
117,Heather Bagg,female,45,Bsc,1,1,2,1,2013,5,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,306,0.6720084118498342,50155.0,133.0,1838.0,1304.0,4218.0,1095.0,715.0,743.0,2096.0,386.0,38.73995576839345,-9.170008667705876,1,8,8.0,8,8,8
119,Yvonne Adams,female,52,Bsc,1,0,1,1,2015,5,1,21,Evening,-0.7071067811865477,0.7071067811865474,46,0.35577096941749575,20495.0,2378.0,0.0,127.0,2880.0,177.0,343.0,464.0,727.0,342.0,38.78383569577728,-9.146924371848243,3,30,10.0,14,3,29
121,Merlyn Lopez,female,68,Msc,1,1,2,1,2015,5,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,234,0.3772197795413153,5808.0,253.0,810.0,688.0,4276.0,53.0,1333.0,0.0,527.0,365.0,38.75853117180204,-9.140798899878051,5,39,7.8,11,5,34
122,Carol Timmons,female,86,Msc,0,3,3,1,2010,2,2,10,Morning,0.49999999999999994,-0.8660254037844387,334,0.2948555068239735,27671.0,841.0,2034.0,1495.0,4881.0,589.0,769.0,1084.0,1675.0,725.0,38.76700374527207,-9.176452516428409,2,23,11.5,13,10,22
123,Ashley Jensen,female,75,Bsc,2,5,7,1,2013,3,2,10,Morning,0.49999999999999994,-0.8660254037844387,193,0.1445167673416348,21123.0,645.0,1048.0,551.0,6172.0,285.0,441.0,1675.0,1043.0,362.0,38.75650709718552,-9.187110626681164,6,66,11.0,14,7,43
124,Reyna Seanez,female,64,Msc,1,1,2,1,2013,3,0,8,Morning,0.8660254037844387,-0.4999999999999998,93,0.0620544519024242,8783.0,1441.0,394.0,113.0,389.0,301.0,636.0,28.0,1850.0,434.0,38.76857705330424,-9.157619897688855,5,61,12.2,16,9,50
125,Elizabeth Gurley,female,56,Phd,1,1,2,1,2009,6,1,14,Afternoon,-0.4999999999999997,-0.8660254037844388,141,0.04870000905054589,11748.0,2113.0,36.0,0.0,3007.0,174.0,271.0,487.0,194.0,78.0,38.75812588133764,-9.161002307757355,1,5,5.0,5,5,5
127,Lacey Turner,female,51,Msc,2,2,4,1,2009,3,3,11,Morning,0.258819045102521,-0.9659258262890682,265,0.1186399888586964,33638.0,456.0,797.0,1155.0,5350.0,347.0,429.0,1979.0,919.0,449.0,38.71798937932024,-9.15306224939332,5,33,6.6,11,3,27
128,Alice Goble,female,49,Unknown,1,0,1,1,2013,1,2,17,Afternoon,-0.9659258262890683,-0.25881904510252063,190,0.1384508490854341,12370.0,70.0,797.0,542.0,10867.0,1518.0,934.0,926.0,0.0,608.0,38.747329588185416,-9.165775647785209,2,27,13.5,16,11,24
129,Linda Mendez,female,61,Bsc,1,1,2,1,2014,6,1,15,Afternoon,-0.7071067811865471,-0.7071067811865479,93,0.1082669773806148,12778.0,1107.0,117.0,212.0,1292.0,96.0,450.0,55.0,2304.0,331.0,38.76854684759731,-9.123235140581484,7,67,9.57,18,5,55
130,Jessie Fish,male,60,Bsc,1,1,2,1,2004,1,1,8,Morning,0.8660254037844387,-0.4999999999999998,152,0.05639208199778539,6348.0,753.0,0.0,453.0,1306.0,170.0,298.0,302.0,1001.0,466.0,38.73355310239125,-9.175145486599224,2,6,3.0,3,3,6
131,Donna Wang,female,84,Bsc,0,0,0,0,2006,5,1,11,Morning,0.258819045102521,-0.9659258262890682,78,0.4462437367804165,14204.0,431.0,720.0,85.0,50.0,271.0,161.0,70.0,695.0,422.0,38.76315140547745,-9.156322117365391,3,20,6.67,10,4,20
132,Stanley Howard,male,53,Bsc,0,0,0,0,2020,4,1,7,Morning,0.9659258262890683,-0.25881904510252063,431,0.1781003282272197,16795.0,448.0,891.0,865.0,1065.0,405.0,380.0,857.0,195.0,472.0,38.82369346468365,-9.108834339561843,5,63,12.6,16,6,53
